odleglosc,ulica_id,nr_zespolu,typ,nr_przystanku,line
8541,1809,5026,2,03,N45
9145,1809,5005,2,05,N45
9842,1204,5042,2,01,N45
12162,0601,7001,2,01,N45
12552,0601,7002,4,11,N45
0,0805,5050,7,71,N45
717,1303,5051,2,02,N45
426,1303,5050,5,02,N45
1531,1206,5163,2,02,N45
1276,1303,5052,2,02,N45
2251,1206,5054,2,02,N45
1772,1206,5053,2,02,N45
3231,1905,5110,2,01,N45
2701,1905,5055,2,01,N45
4508,1905,5106,2,03,N45
3928,1905,5063,2,03,N45
5869,1702,5073,2,04,N45
4818,0501,5074,2,03,N45
6382,1702,5071,2,01,N45
6058,1702,5072,2,01,N45
7062,1702,5069,2,01,N45
6777,1702,5070,2,01,N45
7917,1809,5067,2,05,N45
7461,1702,5068,2,01,N45
0,0601,7002,4,11,N45
495,0601,7001,7,03,N45
0,0601,7002,4,11,N45
7130,1221,R-11,6,99,N45
10077,1809,5067,2,05,N45
10468,1809,5112,2,01,N45
10701,1809,5026,2,03,N45
11305,1809,5005,2,05,N45
8542,1702,5071,2,01,N45
8937,1702,5070,2,01,N45
9222,1702,5069,2,01,N45
9621,1702,5068,2,01,N45
12002,1204,5042,2,01,N45
12616,1804,5041,2,01,N45
0,1303,5192,3,04,N45
841,1303,5046,2,02,N45
480,1303,5045,2,02,N45
1663,1303,5048,2,02,N45
1236,1303,5047,2,02,N45
2586,1303,5050,2,02,N45
2196,1303,5049,2,02,N45
3436,1303,5052,2,02,N45
2877,1303,5051,2,02,N45
3932,1206,5053,2,02,N45
3691,1206,5163,2,02,N45
4861,1905,5055,2,01,N45
4411,1206,5054,2,02,N45
6088,1905,5063,2,03,N45
5391,1905,5110,2,01,N45
6978,0501,5074,2,03,N45
6668,1905,5106,2,03,N45
8218,1702,5072,2,01,N45
8029,1702,5073,2,04,N45
13641,1804,5039,2,01,N45
13095,1804,5040,2,01,N45
14712,0601,7002,4,11,N45
14322,0601,7001,2,01,N45
14097,2102,7088,2,05,N45
6259,2526,6627,2,02,N56
5912,2526,6626,2,02,N56
7094,2526,6407,2,02,N56
6735,2526,6628,2,02,N56
8161,2526,6809,2,02,N56
7747,2526,6810,2,02,N56
8961,2526,6411,2,02,N56
8614,2526,6808,2,02,N56
10082,1257,6806,2,02,N56
9304,2526,6807,2,02,N56
11102,1257,6168,3,01,N56
0,1222,6059,3,21,N56
1064,0156,6061,2,01,N56
282,0156,6059,2,03,N56
2361,1843,6016,2,02,N56
1664,1843,6015,2,02,N56
3650,1843,6018,2,02,N56
2740,1843,6017,2,02,N56
5200,2526,6658,2,02,N56
4875,2526,6624,2,04,N56
6024,1843,6017,2,01,N56
5184,1843,6018,2,01,N56
7233,0156,6015,2,04,N56
6563,1843,6016,2,01,N56
8756,0156,6059,3,21,N56
7604,0156,6061,2,02,N56
0,2526,6808,5,01,N56
854,2526,6810,2,01,N56
367,2526,6809,2,01,N56
1817,2526,6628,2,01,N56
1259,2526,6407,2,01,N56
2624,2526,6626,2,01,N56
2276,2526,6627,2,01,N56
3982,1843,6624,2,01,N56
2907,0238,6625,2,01,N56
6259,2526,6627,2,02,N56
5912,2526,6626,2,02,N56
7094,2526,6407,2,02,N56
6735,2526,6628,2,02,N56
8161,2526,6809,2,02,N56
7747,2526,6810,2,02,N56
8623,0160,6629,4,02,N56
0,1222,6059,3,21,N56
1064,0156,6061,2,01,N56
282,0156,6059,2,03,N56
2361,1843,6016,2,02,N56
1664,1843,6015,2,02,N56
3650,1843,6018,2,02,N56
2740,1843,6017,2,02,N56
5200,2526,6658,2,02,N56
4875,2526,6624,2,04,N56
5176,2526,6626,2,01,N56
4828,2526,6627,2,01,N56
6534,1843,6624,2,01,N56
5459,0238,6625,2,01,N56
8576,1843,6017,2,01,N56
7736,1843,6018,2,01,N56
9785,0156,6015,2,04,N56
9115,1843,6016,2,01,N56
11308,0156,6059,3,21,N56
10156,0156,6061,2,02,N56
0,1257,6168,3,01,N56
1784,2526,6807,2,01,N56
1057,1257,6806,2,01,N56
2552,2526,6808,2,01,N56
1976,2526,6411,2,01,N56
3406,2526,6810,2,01,N56
2919,2526,6809,2,01,N56
4369,2526,6628,2,01,N56
3811,2526,6407,2,01,N56
5120,3607,3313,3,01,264
0,1825,3050,3,02,264
1280,1930,3294,2,01,264
450,1930,3049,2,03,264
2720,2555,3296,2,01,264
2190,1930,3295,2,01,264
3590,3606,3311,2,01,264
3110,3606,3386,2,01,264
4580,3607,3312,2,01,264
4110,3606,3297,2,01,264
5424,0508,3052,2,04,264
4995,1825,3050,2,01,264
6363,0508,3382,2,02,264
6013,0508,3334,2,02,264
8941,1824,3046,2,02,264
8281,1824,3047,2,02,264
10561,1824,3044,1,08,264
9791,1824,3045,2,02,264
10889,1824,3044,3,03,264
0,3607,3313,3,01,264
980,3606,3297,2,02,264
590,3607,3312,2,02,264
1812,3606,3386,2,02,264
1502,3606,3311,2,02,264
2890,1930,3295,2,02,264
2350,2555,3296,2,02,264
4720,1824,3049,2,01,264
3810,1930,3294,2,02,264
5370,1824,3051,2,03,264
5030,1824,3050,2,03,264
6260,1825,3052,2,02,264
5700,0508,3051,2,02,264
6578,1825,3050,3,02,264
0,3607,3313,3,01,264
980,3606,3297,2,02,264
590,3607,3312,2,02,264
1812,3606,3386,2,02,264
1502,3606,3311,2,02,264
2890,1930,3295,2,02,264
2350,2555,3296,2,02,264
4720,1824,3049,2,01,264
3810,1930,3294,2,02,264
7016,1930,3294,2,01,264
6186,1930,3049,2,03,264
8456,2555,3296,2,01,264
7926,1930,3295,2,01,264
9326,3606,3311,2,01,264
8846,3606,3386,2,01,264
10316,3607,3312,2,01,264
9846,3606,3297,2,01,264
10856,3607,3313,3,01,264
0,1824,3044,3,03,264
1043,1824,3045,2,01,264
295,1824,3044,1,01,264
2363,1824,3047,2,51,264
1973,1824,3046,2,01,264
4808,0508,3334,2,01,264
4408,0508,3382,2,01,264
5736,1825,3050,2,02,264
5418,1825,3052,2,02,264
5424,0508,3052,2,04,264
4995,1825,3050,2,01,264
6363,0508,3382,2,02,264
6013,0508,3334,2,02,264
8941,1824,3046,2,02,264
8281,1824,3047,2,02,264
10561,1824,3044,1,08,264
9791,1824,3045,2,02,264
10889,1824,3044,3,03,264
0,3607,3313,3,01,264
980,3606,3297,2,02,264
590,3607,3312,2,02,264
1812,3606,3386,2,02,264
1502,3606,3311,2,02,264
2890,1930,3295,2,02,264
2350,2555,3296,2,02,264
4720,1824,3049,2,01,264
3810,1930,3294,2,02,264
11922,1204,5042,2,01,N95
12536,1804,5041,2,01,N95
13015,1804,5040,2,01,N95
13561,1804,5039,2,01,N95
9997,1809,5067,2,05,N95
10388,1809,5112,2,01,N95
10621,1809,5026,2,03,N95
11225,1809,5005,2,05,N95
13986,0110,7088,2,01,N95
14736,0110,7002,3,25,N95
0,0805,5050,5,04,N95
2561,1230,5080,2,01,N95
2230,0220,5081,2,01,N95
3341,1230,5093,2,01,N95
3001,1230,5079,2,01,N95
3852,1206,5053,2,02,N95
3611,1206,5163,2,02,N95
4781,1905,5055,2,01,N95
4331,1206,5054,2,02,N95
6008,1905,5063,2,03,N95
5311,1905,5110,2,01,N95
6898,0501,5074,2,03,N95
6588,1905,5106,2,03,N95
8138,1702,5072,2,01,N95
7949,1702,5073,2,04,N95
8857,1702,5070,2,01,N95
8462,1702,5071,2,01,N95
9541,1702,5068,2,01,N95
9142,1702,5069,2,01,N95
11666,1206,5053,2,01,N95
11976,1230,5163,2,04,N95
12226,1230,5093,2,02,N95
12546,1230,5079,2,02,N95
9670,1905,5063,2,04,N95
10149,1905,5110,2,02,N95
10796,1905,5055,2,02,N95
11301,1206,5054,2,01,N95
12865,1230,5080,2,02,N95
13255,0220,5081,2,02,N95
0,3541,7002,5,29,N95
1315,1804,7088,2,06,N95
580,0110,7002,1,04,N95
2285,1804,5040,2,02,N95
1685,1804,5039,2,02,N95
3291,1204,5042,2,02,N95
2543,1804,5041,2,02,N95
4554,1501,5025,2,04,N95
3826,1809,5005,2,06,N95
5583,1702,5067,2,02,N95
5017,1501,5066,2,02,N95
6325,1702,5069,2,02,N95
5909,1702,5068,2,02,N95
6926,1702,5071,2,02,N95
6535,1702,5070,2,02,N95
7645,0501,5073,2,06,N95
7245,1702,5072,2,02,N95
9015,1905,5106,2,02,N95
8675,0501,5074,2,04,N95
14172,2027,5135,2,02,N95
13755,2027,5082,2,02,N95
17302,0805,5050,3,04,N95
15110,0903,5083,2,01,N95
14697,0903,5147,2,01,N95
14427,0903,5136,2,01,N95
0,1221,R-11,6,00,N95
6621,0805,5050,3,04,N95
0,1706,R-10,6,00,N95
8946,3541,7002,3,29,N95
11922,1204,5042,2,01,N95
12536,1804,5041,2,01,N95
13015,1804,5040,2,01,N95
13561,1804,5039,2,01,N95
9997,1809,5067,2,05,N95
10388,1809,5112,2,01,N95
10621,1809,5026,2,03,N95
11225,1809,5005,2,05,N95
13986,0110,7088,2,01,N95
14736,0110,7002,3,25,N95
0,0805,5050,3,04,N95
2561,1230,5080,2,01,N95
2230,0220,5081,2,01,N95
3341,1230,5093,2,01,N95
3001,1230,5079,2,01,N95
3852,1206,5053,2,02,N95
3611,1206,5163,2,02,N95
4781,1905,5055,2,01,N95
4331,1206,5054,2,02,N95
6008,1905,5063,2,03,N95
5311,1905,5110,2,01,N95
6898,0501,5074,2,03,N95
6588,1905,5106,2,03,N95
8138,1702,5072,2,01,N95
7949,1702,5073,2,04,N95
8857,1702,5070,2,01,N95
8462,1702,5071,2,01,N95
9541,1702,5068,2,01,N95
9142,1702,5069,2,01,N95
11666,1206,5053,2,01,N95
11976,1230,5163,2,04,N95
12226,1230,5093,2,02,N95
12546,1230,5079,2,02,N95
9670,1905,5063,2,04,N95
10149,1905,5110,2,02,N95
10796,1905,5055,2,02,N95
11301,1206,5054,2,01,N95
12865,1230,5080,2,02,N95
13255,0220,5081,2,02,N95
0,3541,7002,5,29,N95
1315,1804,7088,2,06,N95
580,0110,7002,1,04,N95
2285,1804,5040,2,02,N95
1685,1804,5039,2,02,N95
3291,1204,5042,2,02,N95
2543,1804,5041,2,02,N95
4554,1501,5025,2,04,N95
3826,1809,5005,2,06,N95
5583,1702,5067,2,02,N95
5017,1501,5066,2,02,N95
6325,1702,5069,2,02,N95
5909,1702,5068,2,02,N95
6926,1702,5071,2,02,N95
6535,1702,5070,2,02,N95
7645,0501,5073,2,06,N95
7245,1702,5072,2,02,N95
9015,1905,5106,2,02,N95
8675,0501,5074,2,04,N95
14172,2027,5135,2,02,N95
13755,2027,5082,2,02,N95
17243,0805,5050,4,03,N95
15110,0903,5083,2,01,N95
14697,0903,5147,2,01,N95
14427,0903,5136,2,01,N95
0,0805,5050,4,03,N95
6440,1221,R-11,6,99,N95
0,2513,R-07,6,00,218
493,2513,3240,1,05,218
100,2513,3258,5,01,218
1130,2513,3115,2,01,218
848,2513,3116,2,01,218
2130,1801,3007,3,02,218
1530,2513,3114,1,05,218
3974,2821,3409,1,01,218
3649,1223,3260,1,02,218
4511,0513,3411,2,01,218
4206,0513,3410,2,03,218
5117,1205,3242,1,01,218
4872,0513,3412,2,01,218
6037,0125,3249,1,03,218
5707,0125,3243,1,01,218
7323,1801,3009,4,02,218
6557,0125,3113,1,03,218
0,1801,3007,3,02,218
1400,2513,3109,2,01,218
500,1518,3006,1,04,218
1870,2513,3115,2,02,218
1650,2513,3114,1,06,218
2680,2513,3240,1,06,218
2287,2513,3116,2,02,218
3341,1912,3259,1,03,218
3015,2513,3258,1,02,218
3974,2821,3409,1,01,218
3649,1223,3260,1,02,218
4511,0513,3411,2,01,218
4206,0513,3410,2,03,218
5117,1205,3242,1,01,218
4872,0513,3412,2,01,218
6037,0125,3249,1,03,218
5707,0125,3243,1,01,218
7202,0125,3009,4,10,218
6557,0125,3113,1,03,218
7262,0125,3009,5,16,218
0,1801,3007,3,02,218
1400,2513,3109,2,01,218
500,1518,3006,1,04,218
1870,2513,3115,2,02,218
1650,2513,3114,1,06,218
2680,2513,3240,1,06,218
2287,2513,3116,2,02,218
3341,1912,3259,1,03,218
3015,2513,3258,1,02,218
0,1801,3007,3,02,218
2708,2513,R-07,6,99,218
3774,1912,3260,1,04,218
3479,1223,3409,1,03,218
4368,2513,3258,1,01,218
4138,2513,3259,1,01,218
5116,2513,3116,2,01,218
4761,2513,3240,1,05,218
5798,2513,3114,1,05,218
5398,2513,3115,2,01,218
6398,1801,3007,3,02,218
0,0125,3009,5,16,218
900,0125,3113,1,04,218
450,0125,3009,2,08,218
1800,1205,3243,1,06,218
1440,0125,3249,1,02,218
2727,0513,3412,2,02,218
2310,0513,3242,1,06,218
3227,2821,3410,2,02,218
2993,0513,3411,2,02,218
3592,0125,3113,1,03,218
3072,0125,3249,1,03,218
4297,0125,3009,5,16,218
4237,0125,3009,4,10,218
0,2513,R-07,6,00,218
684,1223,3260,1,02,218
376,1912,3259,5,03,218
1241,0513,3410,2,03,218
1009,2821,3409,1,01,218
1907,0513,3412,2,01,218
1546,0513,3411,2,01,218
2742,0125,3243,1,01,218
2152,1205,3242,1,01,218
0,1801,3009,4,02,218
2980,2513,R-07,6,99,218
12805,2115,2422,2,02,219
13415,2115,2414,2,04,219
13665,1835,2414,2,02,219
13989,1835,2174,2,02,219
10349,0264,2402,2,01,219
11088,2204,2194,1,01,219
11660,2115,2195,1,04,219
12300,2115,2423,2,02,219
14428,1835,2175,2,02,219
14659,1835,2043,3,04,219
0,0128,2148,3,04,219
419,0128,2147,1,02,219
160,0128,2148,1,06,219
1205,1115,2313,1,04,219
817,0706,2146,1,03,219
1996,0128,2148,1,05,219
1545,1115,2269,1,02,219
2856,1421,2421,2,01,219
2351,1421,2400,2,01,219
3971,1291,2387,2,02,219
3389,1291,2386,2,02,219
5631,1319,2264,2,02,219
4951,1319,2188,1,04,219
6670,1560,2037,1,05,219
6220,1319,2265,2,02,219
7870,1560,2039,1,09,219
7160,1560,2038,2,03,219
9051,1127,2372,2,03,219
8535,1560,2371,2,01,219
0,0128,2148,3,04,219
2972,1928,R-10,6,98,219
11933,1421,2421,2,02,219
12383,1421,2400,2,02,219
12738,0128,2148,3,04,219
9258,1319,2264,2,01,219
9968,1291,2188,1,03,219
10893,1291,2387,2,01,219
11458,1421,2386,2,04,219
0,1835,2043,3,04,219
467,1835,2175,2,01,219
192,1835,2043,1,03,219
1287,2115,2414,2,01,219
942,1835,2174,2,01,219
2107,2115,2422,2,01,219
1522,2115,2414,2,03,219
3302,2204,2195,1,02,219
2627,2115,2423,2,01,219
4341,0264,2402,2,02,219
3806,0264,2194,1,04,219
5973,1560,2372,2,02,219
5353,1127,2403,2,02,219
6833,1560,2039,1,12,219
6353,1560,2371,2,02,219
7749,1560,2038,2,04,219
7112,1560,2039,1,10,219
8658,1319,2265,2,01,219
8268,1319,2037,1,03,219
0,1706,R-10,6,00,219
3739,0128,2148,3,04,219
5471,1517,1194,2,01,133
5111,1517,1119,2,01,133
6464,2108,1277,1,01,133
5774,2108,1195,1,01,133
6644,2108,1277,3,07,133
0,1911,1116,3,01,133
917,1571,1471,2,01,133
625,1911,1115,2,01,133
2693,1517,1112,1,01,133
2241,1517,1113,2,01,133
3986,1517,1023,1,03,133
3490,1517,1111,2,01,133
4524,1517,1118,1,01,133
4256,1517,1117,2,01,133
4577,1989,1113,2,03,133
4142,1517,1112,1,02,133
6417,1911,1116,3,01,133
5957,1517,1471,2,02,133
0,2109,1277,3,07,133
1140,1517,1195,1,04,133
440,2108,1277,1,02,133
1750,1517,1119,2,02,133
1440,1517,1194,2,02,133
2628,1517,1117,2,02,133
2182,1517,1118,1,02,133
3328,1517,1111,2,02,133
2988,1517,1023,1,04,133
0,1517,1023,5,04,133
1154,1517,1112,1,02,133
340,1517,1111,2,02,133
2969,1517,1471,2,02,133
1589,1989,1113,2,03,133
3429,1911,1116,3,01,133
11370,0130,6075,1,06,132
11746,2004,6075,2,01,132
11986,2575,6005,4,11,132
0,2089,1359,3,02,132
570,2089,1358,1,02,132
136,2089,1359,1,04,132
1045,0216,1326,1,03,132
840,2089,1357,1,02,132
1846,0812,1182,1,01,132
1556,0216,1183,2,01,132
2570,0812,1181,1,01,132
2202,0812,1525,1,01,132
3129,0812,1557,1,01,132
2927,0812,1524,2,01,132
3637,0812,1280,1,01,132
3327,0812,1180,1,01,132
6106,2205,1260,2,01,132
4622,2205,1281,2,01,132
7509,2205,1159,2,03,132
6689,2205,1086,1,05,132
10440,0130,6133,1,04,132
8267,2205,1013,1,03,132
9141,0812,1557,1,02,132
8843,0812,1280,1,02,132
9820,0812,1181,1,02,132
9451,0812,1524,2,02,132
10622,0216,1182,1,03,132
10175,0812,1525,1,02,132
11687,2089,1357,1,01,132
11017,0216,1183,2,03,132
12387,2089,1359,4,01,132
12027,2089,1358,1,01,132
0,2575,6005,3,16,132
1555,0130,6133,1,03,132
595,0130,6075,1,05,132
4513,2205,1159,2,04,132
3724,2205,1013,1,04,132
5999,2205,1260,2,02,132
5401,2205,1086,1,06,132
7991,2205,1205,2,02,132
7363,2205,1281,2,02,132
0,2089,1359,4,01,132
7422,2002,R-13,6,99,132
0,2002,R-13,6,00,132
6963,2089,1359,7,02,132
0,2575,6005,4,11,132
177,2575,R-19,6,99,132
11370,0130,6075,1,06,132
11746,2004,6075,2,01,132
11986,2575,6005,1,11,132
12286,2575,6005,3,16,132
0,2089,1359,7,02,132
570,2089,1358,1,02,132
136,2089,1359,5,04,132
1045,0216,1326,1,03,132
840,2089,1357,1,02,132
1846,0812,1182,1,01,132
1556,0216,1183,2,01,132
2570,0812,1181,1,01,132
2202,0812,1525,1,01,132
3129,0812,1557,1,01,132
2927,0812,1524,2,01,132
3637,0812,1280,1,01,132
3327,0812,1180,1,01,132
6106,2205,1260,2,01,132
4622,2205,1281,2,01,132
7509,2205,1159,2,03,132
6689,2205,1086,1,05,132
10440,0130,6133,1,04,132
8267,2205,1013,1,03,132
9141,0812,1557,1,02,132
8843,0812,1280,1,02,132
9820,0812,1181,1,02,132
9451,0812,1524,2,02,132
10622,0216,1182,1,03,132
10175,0812,1525,1,02,132
11687,2089,1357,1,01,132
11017,0216,1183,2,03,132
12387,2089,1359,4,01,132
12027,2089,1358,1,01,132
12587,2089,1359,7,02,132
0,2575,6005,3,16,132
1555,0130,6133,1,03,132
595,0130,6075,1,05,132
4513,2205,1159,2,04,132
3724,2205,1013,1,04,132
5999,2205,1260,2,02,132
5401,2205,1086,1,06,132
7991,2205,1205,2,02,132
7363,2205,1281,2,02,132
0,2575,R-19,6,00,132
138,2575,6005,3,16,132
4786,0205,3026,1,52,131
4259,0818,3084,1,02,131
6071,2507,3001,1,56,131
5611,0239,3001,1,58,131
7171,0003,7011,1,02,131
6641,2507,7006,1,08,131
8196,0101,7013,1,06,131
7662,1503,7012,1,02,131
8759,0601,7002,4,12,131
0,1859,3065,3,05,131
662,1859,3064,1,02,131
208,1859,3065,1,02,131
1864,0326,3061,1,02,131
1320,1859,3063,1,02,131
2925,0326,3059,1,02,131
2422,0326,3060,1,02,131
3749,0818,3085,1,52,131
3411,0818,3058,1,54,131
4786,0205,3026,1,52,131
4259,0818,3084,1,02,131
6071,2507,3001,1,56,131
5611,0239,3001,1,58,131
7171,0003,7011,1,02,131
6641,2507,7006,1,08,131
8196,0101,7013,1,06,131
7662,1503,7012,1,02,131
8646,0601,7002,4,16,131
0,1859,3065,3,05,131
662,1859,3064,1,02,131
208,1859,3065,1,02,131
1864,0326,3061,1,02,131
1320,1859,3063,1,02,131
2925,0326,3059,1,02,131
2422,0326,3060,1,02,131
3749,0818,3085,1,52,131
3411,0818,3058,1,54,131
4786,0205,3026,1,52,131
4259,0818,3084,1,02,131
6071,2507,3001,1,56,131
5611,0239,3001,1,58,131
7171,0003,7011,1,02,131
6641,2507,7006,1,08,131
8196,0101,7013,1,06,131
7662,1503,7012,1,02,131
8683,0101,7002,4,02,131
0,1859,3065,3,05,131
662,1859,3064,1,02,131
208,1859,3065,1,02,131
1864,0326,3061,1,02,131
1320,1859,3063,1,02,131
2925,0326,3059,1,02,131
2422,0326,3060,1,02,131
3749,0818,3085,1,52,131
3411,0818,3058,1,54,131
5171,0326,3058,1,01,131
4700,0818,3085,1,01,131
6266,0326,3060,1,01,131
5654,0326,3059,1,01,131
7198,1859,3063,1,01,131
6811,1859,3062,1,01,131
8302,1859,3065,3,05,131
7678,1859,3064,1,01,131
0,3541,7002,3,25,131
1096,1503,7012,1,01,131
680,1503,7013,1,01,131
1895,1503,7006,1,05,131
1495,1503,7011,1,01,131
2972,0819,3480,1,51,131
2205,2507,7036,1,01,131
4212,0818,3084,1,51,131
3922,0818,3026,1,53,131
5171,0326,3058,1,01,131
4700,0818,3085,1,01,131
6266,0326,3060,1,01,131
5654,0326,3059,1,01,131
7198,1859,3063,1,01,131
6811,1859,3062,1,01,131
8238,1859,3065,1,01,131
7678,1859,3064,1,01,131
9283,2541,3067,1,01,131
8689,2541,3066,1,01,131
9752,2541,3068,1,01,131
0,3541,7002,3,25,131
1096,1503,7012,1,01,131
680,1503,7013,1,01,131
1895,1503,7006,1,05,131
1495,1503,7011,1,01,131
2972,0819,3480,1,51,131
2205,2507,7036,1,01,131
4212,0818,3084,1,51,131
3922,0818,3026,1,53,131
10106,1824,3044,3,05,131
5306,0818,3058,1,54,131
4820,0326,3059,1,02,131
6154,0818,3084,1,02,131
5644,0818,3085,1,52,131
7506,0239,3001,1,58,131
6681,0205,3026,1,52,131
8536,2507,7006,1,08,131
7966,2507,3001,1,56,131
9557,1503,7012,1,02,131
9066,0003,7011,1,02,131
10091,0101,7013,1,06,131
0,1824,3044,3,05,131
1097,2541,3067,1,02,131
674,2541,3068,1,02,131
2103,1859,3065,1,02,131
1754,1859,3066,1,02,131
3215,1859,3063,1,02,131
2557,1859,3064,1,02,131
4317,0326,3060,1,02,131
3759,0326,3061,1,02,131
10654,0601,7002,4,12,131
5306,0818,3058,1,54,131
4820,0326,3059,1,02,131
6154,0818,3084,1,02,131
5644,0818,3085,1,52,131
7506,0239,3001,1,58,131
6681,0205,3026,1,52,131
8536,2507,7006,1,08,131
7966,2507,3001,1,56,131
9557,1503,7012,1,02,131
9066,0003,7011,1,02,131
10091,0101,7013,1,06,131
0,1824,3044,3,05,131
1097,2541,3067,1,02,131
674,2541,3068,1,02,131
2103,1859,3065,1,02,131
1754,1859,3066,1,02,131
3215,1859,3063,1,02,131
2557,1859,3064,1,02,131
4317,0326,3060,1,02,131
3759,0326,3061,1,02,131
10541,0601,7002,4,16,131
5306,0818,3058,1,54,131
4820,0326,3059,1,02,131
6154,0818,3084,1,02,131
5644,0818,3085,1,52,131
7506,0239,3001,1,58,131
6681,0205,3026,1,52,131
8536,2507,7006,1,08,131
7966,2507,3001,1,56,131
9557,1503,7012,1,02,131
9066,0003,7011,1,02,131
10091,0101,7013,1,06,131
0,1824,3044,3,05,131
1097,2541,3067,1,02,131
674,2541,3068,1,02,131
2103,1859,3065,1,02,131
1754,1859,3066,1,02,131
3215,1859,3063,1,02,131
2557,1859,3064,1,02,131
4317,0326,3060,1,02,131
3759,0326,3061,1,02,131
10578,0101,7002,4,02,131
4786,0205,3026,1,52,131
4259,0818,3084,1,02,131
6071,2507,3001,1,56,131
5611,0239,3001,1,58,131
7171,0003,7011,1,02,131
6641,2507,7006,1,08,131
8196,0101,7013,1,06,131
7662,1503,7012,1,02,131
9033,0101,7002,3,25,131
8683,0101,7002,1,02,131
0,1859,3065,3,05,131
662,1859,3064,1,02,131
208,1859,3065,1,02,131
1864,0326,3061,1,02,131
1320,1859,3063,1,02,131
2925,0326,3059,1,02,131
2422,0326,3060,1,02,131
3749,0818,3085,1,52,131
3411,0818,3058,1,54,131
10091,0101,7013,1,06,131
10578,0101,7002,1,02,131
10928,0101,7002,3,25,131
0,1824,3044,3,05,131
1097,2541,3067,1,02,131
674,2541,3068,1,02,131
2103,1859,3065,1,02,131
1754,1859,3066,1,02,131
3215,1859,3063,1,02,131
2557,1859,3064,1,02,131
4317,0326,3060,1,02,131
3759,0326,3061,1,02,131
5306,0818,3058,1,54,131
4820,0326,3059,1,02,131
6154,0818,3084,1,02,131
5644,0818,3085,1,52,131
7506,0239,3001,1,58,131
6681,0205,3026,1,52,131
8536,2507,7006,1,08,131
7966,2507,3001,1,56,131
9557,1503,7012,1,02,131
9066,0003,7011,1,02,131
0,2513,R-07,6,00,131
5594,3541,7002,3,25,131
3797,0118,5096,1,01,136
3317,0118,5043,1,05,136
4727,0101,4045,4,02,136
4087,0118,5097,2,01,136
8291,1221,R-11,6,99,136
0,2902,5124,3,03,136
460,2902,5125,2,01,136
126,2902,5124,2,01,136
1116,1809,5112,1,01,136
725,1809,5067,1,05,136
1778,0805,5028,1,06,136
1509,0805,5026,1,02,136
2977,0118,5007,1,05,136
2177,0118,5028,1,03,136
13288,2021,3127,1,03,136
13738,2021,3199,1,01,136
14053,2021,3129,1,01,136
14463,1914,3130,1,01,136
11214,1913,3245,1,01,136
11494,1913,3247,2,01,136
11884,1913,3012,2,03,136
13063,0113,3298,2,01,136
15141,0902,3131,1,02,136
16006,0316,3134,1,01,136
0,1221,R-11,6,00,136
4295,2524,4154,1,01,136
3736,2524,4045,5,03,136
5434,0202,4108,1,07,136
4951,0202,4005,1,05,136
6253,2802,4031,1,01,136
5706,2802,4030,1,01,136
7044,2802,4033,1,01,136
6709,2802,4032,1,01,136
7747,2513,3451,1,01,136
7305,2802,4034,1,01,136
8603,2513,3259,1,01,136
8297,2513,3453,1,01,136
9223,1205,3240,1,01,136
8833,2513,3258,1,01,136
9836,1205,3242,1,01,136
9583,1205,3241,2,01,136
10770,1913,3244,1,01,136
10439,1913,3243,1,05,136
16832,1005,3139,1,03,136
16382,0510,3301,1,01,136
18323,1842,3142,3,08,136
18054,1842,3143,1,02,136
17667,0317,3144,1,01,136
17317,0317,3138,1,05,136
17152,1005,3280,1,01,136
0,1842,3142,3,08,136
7470,2513,R-07,6,99,136
0,1221,R-11,6,00,136
8256,2902,5124,3,03,136
9590,1842,3142,3,08,136
8419,1005,3280,1,01,136
8584,0317,3138,1,05,136
8934,0317,3144,1,01,136
9321,1842,3143,1,02,136
0,2513,R-07,6,00,136
490,1205,3240,1,01,136
100,2513,3258,5,01,136
1103,1205,3242,1,01,136
850,1205,3241,2,01,136
2037,1913,3244,1,01,136
1706,1913,3243,1,05,136
2761,1913,3247,2,01,136
2481,1913,3245,1,01,136
4330,0113,3298,2,01,136
3151,1913,3012,2,03,136
5005,2021,3199,1,01,136
4555,2021,3127,1,03,136
5730,1914,3130,1,01,136
5320,2021,3129,1,01,136
7273,0316,3134,1,01,136
6408,0902,3131,1,02,136
8099,1005,3139,1,03,136
7649,0510,3301,1,01,136
17771,2902,5125,2,02,136
18122,2902,5124,2,02,136
10065,2802,4034,1,02,136
10412,2802,4033,1,02,136
10724,2802,4032,1,02,136
11083,2802,4031,1,02,136
8501,1912,3260,1,04,136
8840,2513,3259,1,02,136
9119,2513,3453,1,02,136
9477,2513,3452,1,02,136
18227,2902,5124,3,03,136
11790,0202,4030,1,04,136
12590,2524,4005,1,06,136
17141,1809,5112,1,02,136
17351,1809,5067,1,06,136
0,1005,3280,5,02,136
661,0510,3301,1,02,136
291,0510,3139,1,02,136
1586,0902,3133,2,03,136
1156,0703,3134,1,04,136
2520,1914,3130,1,02,136
1997,1914,3131,1,04,136
3458,2021,3128,1,02,136
2970,2021,3129,1,02,136
16811,1809,5026,1,04,136
16385,0805,5028,1,05,136
4126,0113,3298,2,02,136
3781,0113,3127,1,02,136
6046,1913,3247,2,02,136
5384,1913,3012,2,04,136
6806,1913,3244,1,02,136
6317,1913,3245,1,02,136
7631,1205,3242,1,02,136
7124,1205,3243,1,06,136
8176,1223,3466,2,02,136
